k,f,Real(g),Imag(g),Abs(g),Real(IFFT(g)),Imag(IFFT(g)),Real(IFFT(g')),Imag(IFFT(g'))
11,1.10447516082222450000000,0.00000000000000002349936,-0.00000000000000003162943,0.00000000000000003940356,1.10447516082222470000000,-0.00000000000000038857806,0.58202517158515965000000,0.28700578867262205000000
12,0.90138117712212340000000,0.00000000000000005237939,-0.00000000000000005425911,0.00000000000000007541652,0.90138117712212362000000,-0.00000000000000026367797,0.48047817973510887000000,0.35645343887383352000000
13,0.68036574303322261000000,0.00000000000000000421053,0.00000000000000003575119,0.00000000000000003599828,0.68036574303322284000000,0.00000000000000021510571,0.36997046269065836000000,0.39779809106352432000000
14,0.45584020137589326000000,-0.00000000000000002292759,-0.00000000000000004392182,0.00000000000000004954595,0.45584020137589365000000,-0.00000000000000005551115,0.25770769186199383000000,0.41018855516045960000000
15,0.24210174682541030000000,-0.00000000000000003621847,0.00000000000000000026732,0.00000000000000003621945,0.24210174682541052000000,-0.00000000000000001387779,0.15083846458675237000000,0.39455830588478996000000
16,0.05246840116154660700000,-0.00000000000000001691884,-0.00000000000000000638722,0.00000000000000001808435,0.05246840116154671800000,-0.00000000000000005551115,0.05602179175482047100000,0.35355339059327373000000
17,-0.10152411898164004000000,0.00000000000000000966331,-0.00000000000000001130367,0.00000000000000001487119,-0.10152411898163982000000,-0.00000000000000005551115,-0.02097446831677285400000,0.29135737121195715000000
18,-0.21081545710185345000000,0.00000000000000002585380,-0.00000000000000004666966,0.00000000000000005335238,-0.21081545710185312000000,-0.00000000000000005551115,-0.07562013737687967000000,0.21342395133287623000000
19,-0.26936203884453203000000,0.00000000000000001173406,0.00000000000000001597404,0.00000000000000001982065,-0.26936203884453203000000,0.00000000000000008326673,-0.10489342824821901000000,0.12613347420277105000000
20,-0.27449442529723567000000,0.00000000000000003844473,-0.00000000000000003774658,0.00000000000000005387766,-0.27449442529723589000000,0.00000000000000000000000,-0.10745962147457089000000,0.03639404031971732500000
21,-0.22706922573150068000000,0.00000000000000001773523,0.00000000000000008787600,0.00000000000000008964781,-0.22706922573150090000000,-0.00000000000000016653345,-0.08374702169170322700000,-0.04878868882604192600000
22,-0.13140654240286098000000,-0.00000000000000001577661,0.00000000000000003907781,0.00000000000000004214234,-0.13140654240286087000000,0.00000000000000005551115,-0.03591568002738354500000,-0.12274706052496190000000
23,0.00498319520957679620000,-0.00000000000000001339853,0.00000000000000001060508,0.00000000000000001708766,0.00498319520957657410000,-0.00000000000000011102230,0.03227918877883539900000,-0.17956611628304628000000
24,0.17186649681358701000000,-0.00000000000000003742530,-0.00000000000000004192142,0.00000000000000005619660,0.17186649681358684000000,0.00000000000000027755576,0.11572083958084053000000,-0.21445239284035150000000
25,0.35692000680728353000000,0.00000000000000003232432,0.00000000000000001749434,0.00000000000000003675478,0.35692000680728353000000,-0.00000000000000021510571,0.20824759457768871000000,-0.22403459630543254000000
26,0.54649148579137563000000,-0.00000000000000005197977,0.00000000000000001492712,0.00000000000000005408064,0.54649148579137552000000,-0.00000000000000004510281,0.30303333406973498000000,-0.20657799903020768000000
27,0.72644275151851212000000,-0.00000000000000003613822,0.00000000000000003151728,0.00000000000000004795112,0.72644275151851190000000,-0.00000000000000018041124,0.39300896693330295000000,-0.16209959006958646000000
28,0.88302381802325880000000,-0.00000000000000009548096,-0.00000000000000001781594,0.00000000000000009712889,0.88302381802325858000000,0.00000000000000004163336,0.47129950018567646000000,-0.09237696977232257000000
29,1.00372558178117650000000,0.00000000000000001888040,-0.00000000000000014100869,0.00000000000000014226707,1.00372558178117650000000,0.00000000000000011102230,0.53165038206463544000000,-0.00085035991723636517000
30,1.07805967210773890000000,0.00000000000000012111540,-0.00000000000000002901954,0.00000000000000012454346,1.07805967210773870000000,-0.00000000000000012490009,0.56881742722791651000000,0.10757647972813142000000
31,1.09821843377333050000000,-0.00000000000000000773290,0.00000000000000003339828,0.00000000000000003428182,1.09821843377333050000000,-0.00000000000000007372575,0.57889680806071242000000,0.22682456438363646000000
32,1.05957518234809410000000,-0.00000000000000003469447,-0.00000000000000001908196,0.00000000000000003959580,1.05957518234809390000000,0.00000000000000005551115,0.55957518234809411000000,0.34999999999999981000000
33,0.96099443731194600000000,0.00000000000000001368397,0.00000000000000000944211,0.00000000000000001662541,0.96099443731194600000000,0.00000000000000016566609,0.51028480983001989000000,0.46980474428690067000000
34,0.80493322128515943000000,-0.00000000000000002645453,-0.00000000000000004303098,0.00000000000000005051244,0.80493322128515943000000,0.00000000000000007979728,0.43225420181662694000000,0.57897321655412926000000
35,0.59732703362493045000000,0.00000000000000000036040,0.00000000000000000425690,0.00000000000000000427213,0.59732703362493067000000,-0.00000000000000005551115,0.32845110798651217000000,0.67070859492978196000000
36,0.34726701271213367000000,-0.00000000000000005612387,-0.00000000000000001821149,0.00000000000000005900464,0.34726701271213384000000,-0.00000000000000019428903,0.20342109753011423000000,0.73909264253022289000000
37,0.06648731996211670900000,-0.00000000000000000912193,-0.00000000000000001430024,0.00000000000000001696191,0.06648731996211704200000,0.00000000000000008326673,0.06303125115510525800000,0.77944447511343462000000
38,-0.23130684043606664000000,-0.00000000000000010256517,-0.00000000000000000700829,0.00000000000000010280433,-0.23130684043606603000000,-0.00000000000000022551405,-0.08586582904398582000000,0.78860672764198925000000
39,-0.53123059102181847000000,0.00000000000000000950712,-0.00000000000000014331030,0.00000000000000014362530,-0.53123059102181791000000,0.00000000000000002775558,-0.23582770433686218000000,0.76514191365934858000000
40,-0.81808299684757890000000,0.00000000000000010055778,-0.00000000000000003249314,0.00000000000000010567720,-0.81808299684757890000000,0.00000000000000011102230,-0.37925390724974190000000,0.70942713967093529000000
41,-1.07723143949825410000000,0.00000000000000001884330,0.00000000000000001459754,0.00000000000000002383607,-1.07723143949825430000000,0.00000000000000058286709,-0.50882812857508009000000,0.62364141519759897000000
42,-1.29546399962642460000000,0.00000000000000001961169,-0.00000000000000003384275,0.00000000000000003911458,-1.29546399962642410000000,0.00000000000000005551115,-0.61794440863916511000000,0.51164622363868406000000
43,-1.46175899581919740000000,0.00000000000000002356280,0.00000000000000002800101,0.00000000000000003659593,-1.46175899581919740000000,0.00000000000000044408921,-0.70109190673555166000000,0.37876640460424071000000
44,-1.56792577081303700000000,-0.00000000000000000687139,-0.00000000000000001208879,0.00000000000000001390521,-1.56792577081303670000000,0.00000000000000038857806,-0.75417529423247143000000,0.23148436233584602000000
45,-1.60907850886962440000000,-0.00000000000000000190135,-0.00000000000000001321346,0.00000000000000001334956,-1.60907850886962490000000,-0.00000000000000030531133,-0.77475166326076517000000,0.07706579987535298900000
46,-1.58391484966637570000000,-0.00000000000000002918399,-0.00000000000000002801478,0.00000000000000004045409,-1.58391484966637570000000,-0.00000000000000016653345,-0.76216983365914093000000,-0.07686072592158579900000
47,-1.49478273632271600000000,0.00000000000000002774340,-0.00000000000000005643672,0.00000000000000006288720,-1.49478273632271640000000,-0.00000000000000004163336,-0.71760377698731093000000,-0.22274537298126404000000
48,-1.34753159883845440000000,0.00000000000000001865357,-0.00000000000000000465249,0.00000000000000001922502,-1.34753159883845440000000,0.00000000000000022204460,-0.64397820824517993000000,-0.35355339059327329000000
49,-1.15115687051566580000000,-0.00000000000000001683144,0.00000000000000000122800,0.00000000000000001687618,-1.15115687051566610000000,-0.00000000000000011102230,-0.54579084408378631000000,-0.46317030411548205000000
50,-0.91725919118863075000000,0.00000000000000003211337,-0.00000000000000002468365,0.00000000000000004050372,-0.91725919118863053000000,-0.00000000000000022204460,-0.42884200442026810000000,-0.54675178057174934000000
51,-0.65935072699187047000000,0.00000000000000001956677,0.00000000000000000836084,0.00000000000000002127821,-0.65935072699187069000000,-0.00000000000000002775558,-0.29988777232188846000000,-0.60099736514164803000000
52,-0.39205016839367940000000,0.00000000000000000436498,0.00000000000000001362731,0.00000000000000001430931,-0.39205016839367962000000,0.00000000000000006938894,-0.16623749302279239000000,-0.62433184152939669000000
53,-0.13021460926547257000000,0.00000000000000002409415,-0.00000000000000000453153,0.00000000000000002451658,-0.13021460926547290000000,-0.00000000000000022204460,-0.03531971345868950600000,-0.61698350445082095000000
54,0.11193973789995704000000,-0.00000000000000005698394,-0.00000000000000003348838,0.00000000000000006609570,0.11193973789995693000000,0.00000000000000016653345,0.08575746012402565800000,-0.58095480823822954000000
55,0.32167539647482313000000,0.00000000000000005058736,-0.00000000000000005550808,0.00000000000000007510145,0.32167539647482279000000,0.00000000000000011102230,0.19062528941145837000000,-0.51988730170349284000000
56,0.48847996802879717000000,0.00000000000000008053454,-0.00000000000000003437286,0.00000000000000008756315,0.48847996802879728000000,-0.00000000000000000000000,0.27402757518844573000000,-0.43882908959783684000000
57,0.60467639339832302000000,-0.00000000000000001701070,-0.00000000000000000844517,0.00000000000000001899170,0.60467639339832324000000,-0.00000000000000027755576,0.33212578787320868000000,-0.34391889590463920000000
58,0.66586074590656952000000,0.00000000000000006658635,-0.00000000000000000294211,0.00000000000000006665132,0.66586074590656941000000,0.00000000000000013877788,0.36271796412733170000000,-0.24200579414111084000000
59,0.67114153175291635000000,0.00000000000000006669749,0.00000000000000000000000,0.00000000000000006669749,0.67114153175291669000000,-0.00000000000000008326673,0.36535835705050540000000,-0.14022751582581469000000
60,0.62316639199507651000000,0.00000000000000005207280,-0.00000000000000001659207,0.00000000000000005465230,0.62316639199507673000000,-0.00000000000000019428903,0.34137078717158553000000,-0.04557271986914951400000
61,0.52793486311698867000000,-0.00000000000000001380333,0.00000000000000000386853,0.00000000000000001433518,0.52793486311698890000000,0.00000000000000036082248,0.29375502273254150000000,0.03554644517120642000000
62,0.39440869376280230000000,0.00000000000000013049957,0.00000000000000002775558,0.00000000000000013341855,0.39440869376280241000000,-0.00000000000000006938894,0.22699193805544798000000,0.09768578403304661900000
63,0.23394336402066546000000,0.00000000000000003219984,0.00000000000000002955814,0.00000000000000004370942,0.23394336402066576000000,0.00000000000000030444397,0.14675927318437992000000,0.13670097226200278000000
64,0.05957518234809455700000,-0.00000000000000010408341,0.00000000000000000000000,0.00000000000000010408341,0.05957518234809455100000,-0.00000000000000027755576,0.05957518234809437700000,0.14999999999999958000000
65,-0.11479299932447634000000,0.00000000000000003211852,-0.00000000000000002968188,0.00000000000000004373344,-0.11479299932447626000000,0.00000000000000004597017,-0.02760890848819111400000,0.13670097226200284000000
66,-0.27525832906661174000000,0.00000000000000008981031,-0.00000000000000002775558,0.00000000000000009400140,-0.27525832906661174000000,-0.00000000000000009367507,-0.10784157335925923000000,0.09768578403304684100000
67,-0.40878449842079995000000,-0.00000000000000001492827,-0.00000000000000000248107,0.00000000000000001513304,-0.40878449842079989000000,-0.00000000000000009714451,-0.17460465803635269000000,0.03554644517120686400000
68,-0.50401602729888795000000,0.00000000000000005207280,0.00000000000000001659207,0.00000000000000005465230,-0.50401602729888784000000,-0.00000000000000022204460,-0.22222042247539681000000,-0.04557271986914868100000
69,-0.55199116705672857000000,0.00000000000000001483451,0.00000000000000008326673,0.00000000000000008457784,-0.55199116705672857000000,-0.00000000000000013877788,-0.24620799235431723000000,-0.14022751582581389000000
70,-0.54671038121038129000000,0.00000000000000005204837,0.00000000000000000207133,0.00000000000000005208957,-0.54671038121038118000000,-0.00000000000000024980018,-0.24356759943114376000000,-0.24200579414111040000000
71,-0.48552602870213513000000,-0.00000000000000001315381,0.00000000000000001931922,0.00000000000000002337210,-0.48552602870213557000000,-0.00000000000000036082248,-0.21297542317702034000000,-0.34391889590463876000000
72,-0.36932960333260961000000,0.00000000000000008053454,0.00000000000000003437286,0.00000000000000008756315,-0.36932960333260967000000,-0.00000000000000005551115,-0.15487721049225739000000,-0.43882908959783617000000
73,-0.20252503177863479000000,0.00000000000000004273390,0.00000000000000005538133,0.00000000000000006995197,-0.20252503177863468000000,-0.00000000000000016653345,-0.07147492471527067100000,-0.51988730170349207000000
74,0.00721062679622874740000,-0.00000000000000004638522,0.00000000000000003803231,0.00000000000000005998371,0.00721062679622874740000,0.00000000000000005551115,0.03339290457216165200000,-0.58095480823822909000000
75,0.24936497396165946000000,0.00000000000000002499660,0.00000000000000003120704,0.00000000000000003998387,0.24936497396165930000000,-0.00000000000000005551115,0.15447007815487668000000,-0.61698350445082095000000
76,0.51120053308986635000000,0.00000000000000000436498,-0.00000000000000001362731,0.00000000000000001430931,0.51120053308986613000000,-0.00000000000000006938894,0.28538785771898023000000,-0.62433184152939680000000
77,0.77850109168805914000000,0.00000000000000003298329,-0.00000000000000000939898,0.00000000000000003429633,0.77850109168805903000000,-0.00000000000000015959456,0.41903813701807624000000,-0.60099736514164792000000
78,1.03640955588481590000000,0.00000000000000003124879,0.00000000000000002350513,0.00000000000000003910215,1.03640955588481540000000,0.00000000000000016653345,0.54799236911645555000000,-0.54675178057174922000000
79,1.27030723521185300000000,-0.00000000000000001544578,0.00000000000000000518283,0.00000000000000001629214,1.27030723521185250000000,-0.00000000000000023592239,0.66494120877997331000000,-0.46317030411548260000000
80,1.46668196353464180000000,0.00000000000000001865357,0.00000000000000000465249,0.00000000000000001922502,1.46668196353464180000000,0.00000000000000005551115,0.76312857294136760000000,-0.35355339059327417000000
81,1.61393310101890290000000,0.00000000000000002805855,0.00000000000000005591588,0.00000000000000006256092,1.61393310101890290000000,0.00000000000000027755576,0.83675414168349904000000,-0.22274537298126484000000
82,1.70306521436256380000000,-0.00000000000000003002870,0.00000000000000001577796,0.00000000000000003392148,1.70306521436256330000000,0.00000000000000038857806,0.88132019835532893000000,-0.07686072592158647900000
83,1.72822887356581270000000,-0.00000000000000000774945,0.00000000000000001070218,0.00000000000000001321328,1.72822887356581270000000,0.00000000000000008326673,0.89390202795695306000000,0.07706579987535211500000
84,1.68707613550922520000000,-0.00000000000000000687139,0.00000000000000001208879,0.00000000000000001390521,1.68707613550922500000000,0.00000000000000022204460,0.87332565892865988000000,0.23148436233584468000000
85,1.58090936051538700000000,0.00000000000000000708139,-0.00000000000000001031919,0.00000000000000001251526,1.58090936051538740000000,0.00000000000000061062266,0.82024227143174067000000,0.37876640460423983000000
86,1.41461436432261390000000,0.00000000000000001101982,0.00000000000000002532559,0.00000000000000002761923,1.41461436432261410000000,0.00000000000000005551115,0.73709477333535400000000,0.51164622363868340000000
87,1.19638180419444410000000,0.00000000000000001159332,-0.00000000000000000938753,0.00000000000000001491747,1.19638180419444450000000,0.00000000000000055511151,0.62797849327126887000000,0.62364141519759830000000
88,0.93723336154376724000000,0.00000000000000010055778,0.00000000000000003249314,0.00000000000000010567720,0.93723336154376691000000,-0.00000000000000038857806,0.49840427194593084000000,0.70942713967093463000000
89,0.65038095571800969000000,0.00000000000000000893947,0.00000000000000014211811,0.00000000000000014239899,0.65038095571800958000000,0.00000000000000010408341,0.35497806903305140000000,0.76514191365934814000000
90,0.35045720513225631000000,-0.00000000000000009289188,0.00000000000000002605518,0.00000000000000009647680,0.35045720513225642000000,-0.00000000000000001040834,0.20501619374017510000000,0.78860672764198947000000
91,0.05266304473407290600000,0.00000000000000004463311,0.00000000000000005174945,0.00000000000000006833827,0.05266304473407296100000,0.00000000000000001387779,0.05611911354108373200000,0.77944447511343484000000
92,-0.22811664801594528000000,-0.00000000000000005612387,0.00000000000000001821149,0.00000000000000005900464,-0.22811664801594517000000,-0.00000000000000020816682,-0.08427073283392538800000,0.73909264253022289000000
93,-0.47817666892873922000000,0.00000000000000000492696,-0.00000000000000001256966,0.00000000000000001350079,-0.47817666892873917000000,-0.00000000000000022204460,-0.20930074329032322000000,0.67070859492978230000000
94,-0.68578285658897098000000,0.00000000000000000110587,0.00000000000000005677511,0.00000000000000005678588,-0.68578285658897076000000,-0.00000000000000009714451,-0.31310383712043782000000,0.57897321655412992000000
95,-0.84184407261575744000000,0.00000000000000000798768,-0.00000000000000000774877,0.00000000000000001112863,-0.84184407261575733000000,0.00000000000000003729655,-0.39113444513383161000000,0.46980474428690161000000
96,-0.94042481765190566000000,-0.00000000000000003469447,0.00000000000000001908196,0.00000000000000003959580,-0.94042481765190555000000,0.00000000000000005551115,-0.44042481765190605000000,0.35000000000000026000000
97,-0.97906806907714228000000,-0.00000000000000000996720,-0.00000000000000003361980,0.00000000000000003506617,-0.97906806907714217000000,-0.00000000000000007025630,-0.45974644336452386000000,0.22682456438363710000000
98,-0.95890930741155023000000,0.00000000000000008811395,-0.00000000000000001248018,0.00000000000000008899339,-0.95890930741155000000000,-0.00000000000000022551405,-0.44966706253172789000000,0.10757647972813239000000
99,-0.88457521708498876000000,0.00000000000000000153078,0.00000000000000010879624,0.00000000000000010880701,-0.88457521708498865000000,-0.00000000000000008326673,-0.41250001736844749000000,-0.00085035991723503290000
100,-0.76387345332707302000000,-0.00000000000000009548096,0.00000000000000001781594,0.00000000000000009712889,-0.76387345332707302000000,0.00000000000000008326673,-0.35214913548948951000000,-0.09237696977232173800000
101,-0.60729238682232567000000,-0.00000000000000004447577,-0.00000000000000004121091,0.00000000000000006063360,-0.60729238682232589000000,-0.00000000000000024980018,-0.27385860223711583000000,-0.16209959006958646000000
102,-0.42734112109518829000000,-0.00000000000000005701104,-0.00000000000000003322006,0.00000000000000006598357,-0.42734112109518835000000,-0.00000000000000005204170,-0.18388296937354709000000,-0.20657799903020801000000
103,-0.23776964211109508000000,0.00000000000000003426226,-0.00000000000000001839768,0.00000000000000003888930,-0.23776964211109539000000,-0.00000000000000019428903,-0.08909722988150098300000,-0.22403459630543232000000
104,-0.05271613211740178200000,-0.00000000000000003742530,0.00000000000000004192142,0.00000000000000005619660,-0.05271613211740172600000,0.00000000000000044408921,0.00342952511534672100000,-0.21445239284035145000000
105,0.11416716948661043000000,-0.00000000000000001704351,-0.00000000000000001672832,0.00000000000000002388133,0.11416716948661026000000,-0.00000000000000024980018,0.08687117591735191200000,-0.17956611628304711000000
106,0.25055690709904921000000,-0.00000000000000000223169,-0.00000000000000001797535,0.00000000000000001811335,0.25055690709904910000000,-0.00000000000000005551115,0.15506604472357152000000,-0.12274706052496290000000
107,0.34621959042768935000000,0.00000000000000005595333,-0.00000000000000002757862,0.00000000000000006238073,0.34621959042768946000000,-0.00000000000000000000000,0.20289738638789179000000,-0.04878868882604245300000
108,0.39364478999342367000000,0.00000000000000003844473,0.00000000000000003774658,0.00000000000000005387766,0.39364478999342356000000,-0.00000000000000005551115,0.22660998617075923000000,0.03639404031971710300000
109,0.38851240354072059000000,0.00000000000000001543436,-0.00000000000000000016025,0.00000000000000001543519,0.38851240354072114000000,0.00000000000000024980018,0.22404379294440707000000,0.12613347420277082000000
110,0.32996582179804168000000,0.00000000000000002938293,0.00000000000000004843148,0.00000000000000005664772,0.32996582179804190000000,0.00000000000000005551115,0.19477050207306784000000,0.21342395133287548000000
111,0.22067448367782805000000,0.00000000000000000953504,0.00000000000000000385450,0.00000000000000001028466,0.22067448367782838000000,0.00000000000000029143354,0.14012483301296158000000,0.29135737121195648000000
112,0.06668196353464306300000,-0.00000000000000001691884,0.00000000000000000638722,0.00000000000000001808435,0.06668196353464284100000,-0.00000000000000022204460,0.06312857294136808900000,0.35355339059327351000000
113,-0.12295138212922108000000,-0.00000000000000001792114,-0.00000000000000000369149,0.00000000000000001829739,-0.12295138212922108000000,-0.00000000000000011102230,-0.03168809989056364800000,0.39455830588478941000000
114,-0.33668983667970481000000,-0.00000000000000002951972,0.00000000000000002781977,0.00000000000000004056296,-0.33668983667970481000000,-0.00000000000000011102230,-0.13855732716580493000000,0.41018855516045893000000
115,-0.56121537833703117000000,-0.00000000000000000900510,-0.00000000000000007343231,0.00000000000000007398240,-0.56121537833703117000000,-0.00000000000000013877788,-0.25082009799446892000000,0.39779809106352398000000
116,-0.78223081242593306000000,0.00000000000000005237939,0.00000000000000005425911,0.00000000000000007541652,-0.78223081242593251000000,-0.00000000000000029143354,-0.36132781503891925000000,0.35645343887383418000000
117,-0.98532479612603563000000,0.00000000000000001042728,-0.00000000000000001751413,0.00000000000000002038315,-0.98532479612603552000000,-0.00000000000000022204460,-0.46287480688897076000000,0.28700578867262327000000
118,-1.15684683042733340000000,0.00000000000000001969197,0.00000000000000000744751,0.00000000000000002105324,-1.15684683042733320000000,-0.00000000000000027755576,-0.54863582403961941000000,0.19205564512450848000000
119,-1.28473966648646560000000,0.00000000000000001202451,0.00000000000000004680502,0.00000000000000004832493,-1.28473966648646560000000,-0.00000000000000055511151,-0.61258224206918610000000,0.07581200278894087400000
120,-1.35927909699377600000000,0.00000000000000001939698,0.00000000000000007155671,0.00000000000000007413909,-1.35927909699377580000000,0.00000000000000011102230,-0.64985195732284029000000,-0.05614565723274625400000
121,-1.37367662653123860000000,0.00000000000000002885393,0.00000000000000005521885,0.00000000000000006230306,-1.37367662653123860000000,0.00000000000000038857806,-0.65705072209157200000000,-0.19718842144927598000000
122,-1.32450870743782430000000,0.00000000000000002467245,0.00000000000000012630770,0.00000000000000012869485,-1.32450870743782410000000,-0.00000000000000008326673,-0.63246676254486534000000,-0.34002293447067028000000
123,-1.21194659861312610000000,-0.00000000000000050229181,0.50000000000000000000000,0.50000000000000000000000,-1.21194659861312640000000,0.00000000000000024980018,-0.57618570813251613000000,-0.47711736921803349000000
124,-1.03977283261001530000000,0.00000000000000001121433,-0.00000000000000004565826,0.00000000000000004701530,-1.03977283261001530000000,0.00000000000000036082248,-0.49009882513096059000000,-0.60114295288875108000000
125,-0.81518304657704910000000,0.00000000000000000243408,-0.00000000000000002980213,0.00000000000000002990136,-0.81518304657704954000000,-0.00000000000000024980018,-0.37780393211447727000000,-0.70540468018375257000000
126,-0.54838477988919276000000,-0.00000000000000010542282,0.34999999999999998000000,0.34999999999999998000000,-0.54838477988919299000000,0.00000000000000029143354,-0.24440479877055027000000,-0.78423548031530799000000
127,-0.25201699578586439000000,0.00000000000000001020252,-0.00000000000000005494734,0.00000000000000005588651,-0.25201699578586489000000,-0.00000000000000026801478,-0.09622090671888469700000,-0.83333028093254113000000
